OBSERVATIONS

Stations
  Stnr Name          Operates from Operates until Altitude Latitude Longitude Region/Country                                                                          
 99790 ISFJORD RADIO Sep 1934                            7  78.0625   13.6192 NORWAY                                                       


Elements
 Code  Name                                Unit               
 DD    Wind direction (FF)                 degrees                            
 FF    Wind speed (10 meters above ground) m/s                                            
 PO    Air pressure at station level       hPa                                      
 RR_12 Precipitation (12 hours)            mm                                    
 RR_24 Precipitation (24 hours)            mm                                    
 TA    Air temperature                     degC                        
 TSS   Temperature                         degC                     


Coordinated Universal Time (UTC) is the time by the Prime Meridian and is the successor to the hour Greenwich Mean Time (GMT). It is 1 hour after Norwegian Mean Time (NMT) and 2 hours after the Norwegian summer time. UTC gives the hours from 00 to 23.
****************** NOTE *****************
Datavalue marked x means not access or that the quality is 'Very uncertain' (Level 5 or more).
********************************************

 St.no Year Mnth Date Time(UTC)     PO  RR_12  RR_24    TA    TSS     DD     FF                                               
 99790 2016    6    2        12 1012.5 -999.5 -999.5   2.2 -999.5     25    1.8                                             
 99790 2016    6    2        18 1010.0   1.40 -999.5   2.4 -999.5     40    7.3                                           
 99790 2016    6    3         0 1011.6 -999.5 -999.5   2.0 -999.5     44    7.7                                            
 99790 2016    6    3         6 1012.9   0.10   1.50   1.7 -999.5     49    8.4                                        
 99790 2016    6    3        12 1014.7 -999.5 -999.5   2.2 -999.5     34    5.8                                             
 99790 2016    6    3        18 1015.0   0.00 -999.5   2.4 -999.5     48    7.4                                           
 99790 2016    6    4         0 1015.3 -999.5 -999.5  -0.2 -999.5    312   10.7                                               
 99790 2016    6    4         6 1015.3   0.00   0.00   0.1 -999.5    315    6.7                                         
 99790 2016    6    4        12 1016.9 -999.5 -999.5   1.4 -999.5     39    2.8                                             
 99790 2016    6    4        18 1018.3   0.00 -999.5   1.3 -999.5     26    3.6                                           
 99790 2016    6    5         0 1020.0 -999.5 -999.5   0.8 -999.5     45    6.2                                            
 99790 2016    6    5         6 1021.0   0.00   0.00   1.3 -999.5     29    2.7                                        
 99790 2016    6    5        12 1022.0 -999.5 -999.5   1.6 -999.5      4    2.6                                            
 99790 2016    6    5        18 1021.3   0.00 -999.5   1.1 -999.5    229    1.7                                            
 99790 2016    6    6         0 1020.3 -999.5 -999.5   0.8 -999.5    189    1.0                                             
 99790 2016    6    6         6 1018.5   0.20   0.20   1.1 -999.5    303    4.3                                         
 99790 2016    6    6        12 1017.5 -999.5 -999.5   1.1 -999.5     12    3.4                                             
 99790 2016    6    6        18 1015.7   0.30 -999.5   1.4 -999.5     32    4.5                                           
 99790 2016    6    7         0 1014.7 -999.5 -999.5   1.2 -999.5    345    2.3                                             
 99790 2016    6    7         6 1013.8   0.00   0.30   1.8 -999.5      3    1.2                                       
 99790 2016    6    7        12 1013.3 -999.5 -999.5   2.9 -999.5    304    7.9                                              
 99790 2016    6    7        18 1013.1   0.00 -999.5   2.7 -999.5    318    8.5                                            
 99790 2016    6    8         0 1013.9 -999.5 -999.5   2.1 -999.5    317    8.5                                             
 99790 2016    6    8         6 1013.7   0.00   0.00   2.5 -999.5    307    5.4                                         
 99790 2016    6    8        12 1014.7 -999.5 -999.5   3.4 -999.5     37    6.9                                             
 99790 2016    6    8        18 1015.5   0.00 -999.5   3.0 -999.5    331    3.3                                            
 99790 2016    6    9         0 1016.0 -999.5 -999.5   2.1 -999.5    301    5.2                                             
 99790 2016    6    9         6 1015.8   0.00   0.00   2.8 -999.5    281    3.5                                         
 99790 2016    6    9        12 1016.5 -999.5 -999.5   3.4 -999.5    266    2.8                                              
 99790 2016    6    9        18 1016.2   0.00 -999.5   2.8 -999.5    271    4.1                                            
 99790 2016    6   10         0 1015.2 -999.5 -999.5   2.2 -999.5    281    4.5                                              
 99790 2016    6   10         6 1013.3   0.00   0.00   2.3 -999.5    258    4.7                                          
 99790 2016    6   10        12 1011.0 -999.5 -999.5   2.3 -999.5    239    5.0                                               
 99790 2016    6   10        18 1008.4   0.10 -999.5   1.9 -999.5    214    3.4                                             
 99790 2016    6   11         0 1007.2 -999.5 -999.5   2.3 -999.5    284    2.4                                              
 99790 2016    6   11         6 1006.7   0.10   0.20   2.2 -999.5    314    9.4                                          
 99790 2016    6   11        12 1008.0 -999.5 -999.5   3.2 -999.5    303    5.6                                               
 99790 2016    6   11        18 1008.2   0.00 -999.5   3.8 -999.5    315    2.1                                             
 99790 2016    6   12         0 1009.2 -999.5 -999.5   3.4 -999.5     44    4.3                                             
 99790 2016    6   12         6 1009.7   0.00   0.00   2.8 -999.5    225    1.8                                          
 99790 2016    6   12        12 1010.3 -999.5 -999.5   4.2 -999.5    259    2.1                                               
 99790 2016    6   12        18 1010.8   0.00 -999.5   3.6 -999.5    284    2.2                                             
 99790 2016    6   13         0 1011.8 -999.5 -999.5   3.1 -999.5    211    3.1                                              
 99790 2016    6   13         6 1012.5   0.00   0.00   4.1 -999.5    221    2.1                                          
 99790 2016    6   13        12 1013.9 -999.5 -999.5   4.8 -999.5    287    2.6                                               
 99790 2016    6   13        18 1015.1   0.00 -999.5   4.8 -999.5    284    2.0                                             
 99790 2016    6   14         0 1016.4 -999.5 -999.5   3.9 -999.5    315    0.6                                              
 99790 2016    6   14         6 1017.5   0.00   0.00   5.2 -999.5    326    3.0                                          
 99790 2016    6   14        12 1018.1 -999.5 -999.5   6.0 -999.5    319    3.9                                               
 99790 2016    6   14        18 1017.4   0.00 -999.5   5.4 -999.5      3    1.4                                           
 99790 2016    6   15         0 1015.4 -999.5 -999.5   4.9 -999.5     22    7.1                                             
 99790 2016    6   15         6 1012.0   0.00   0.00   4.2 -999.5     23    9.0                                         
 99790 2016    6   15        12 1008.0 -999.5 -999.5   3.6 -999.5     35    9.6                                              
 99790 2016    6   15        18 1004.5   1.70 -999.5   4.9 -999.5     44    6.5                                            
 99790 2016    6   16         0 1004.0 -999.5 -999.5   4.4 -999.5    112    1.9                                              
 99790 2016    6   16         6 1003.1   0.00   1.70   3.8 -999.5    298    0.9                                          
 99790 2016    6   16        12 1003.9 -999.5 -999.5   5.7 -999.5    175    3.4                                               
 99790 2016    6   16        18 1004.1   0.20 -999.5   5.9 -999.5    171    5.0                                             
 99790 2016    6   17         0 1005.9 -999.5 -999.5   3.7 -999.5    168    8.0                                              
 99790 2016    6   17         6 1006.7   0.20   0.40   4.4 -999.5    168    6.7                                          
 99790 2016    6   17        12 1007.8 -999.5 -999.5   4.1 -999.5    169   10.1                                                
 99790 2016    6   17        18 1009.0   0.50 -999.5   3.3 -999.5    175    8.2                                             
 99790 2016    6   18         0 1008.4 -999.5 -999.5   3.6 -999.5    175    8.3                                              
 99790 2016    6   18         6 1007.5   0.40   0.90   3.6 -999.5    181    5.8                                          
 99790 2016    6   18        12 1007.6 -999.5 -999.5   5.4 -999.5    214    5.3                                               
 99790 2016    6   18        18 1007.5   0.00 -999.5   4.5 -999.5    197    3.7                                             
